9/11/16	621.65
9/12/16	609.67
9/13/16	610.92
9/14/16	608.82
9/15/16	610.38
9/16/16	609.11
9/17/16	607.04
9/18/16	611.58
9/19/16	610.19
9/20/16	608.66
9/21/16	598.88
9/22/16	597.42
9/23/16	594.08
9/24/16	603.88
9/25/16	601.74
9/26/16	598.98
9/27/16	605.96
9/28/16	605.67
9/29/16	603.85
9/30/16	609.39
10/1/16	614.82
10/2/16	612.98
10/3/16	611.85
10/4/16	609.62
10/5/16	607.18
10/6/16	612.08
10/7/16	617.21
10/8/16	614.74
10/9/16	615.65
10/10/16	617.54
10/11/16	614.77
10/12/16	635.01
10/13/16	635.96
10/14/16	634.02
10/15/16	637.94
10/16/16	641.42
10/17/16	638.97
10/18/16	636.29
10/19/16	629.25
10/20/16	627.72
10/21/16	631.92
10/22/16	655.48
10/23/16	653.25
10/24/16	651.39
10/25/16	655.31
10/26/16	651.45
10/27/16	682.22
10/28/16	687.68
10/29/16	685.91
10/30/16	698
10/31/16	702
11/1/16	697.01
11/2/16	733.33
11/3/16	686.17
11/4/16	683.69
11/5/16	704.79
11/6/16	712
11/7/16	709.96
11/8/16	708.97
11/9/16	720.93
11/10/16	721.5
11/11/16	715.45
11/12/16	703.71
11/13/16	702.28
11/14/16	706.46
11/15/16	710.91
11/16/16	711.73
11/17/16	736.96
11/18/16	747.52
11/19/16	748.98
11/20/16	729.06
11/21/16	738.53
11/22/16	736.97
11/23/16	741.63
11/24/16	737.45
11/25/16	735.64
11/26/16	733.67
11/27/16	727.96
11/28/16	727.31
11/29/16	732.71
11/30/16	742.69
12/1/16	742.05
12/2/16	772.43
12/3/16	764.33
12/4/16	762.97
12/5/16	754.63
12/6/16	756.62
12/7/16	758.99
12/8/16	769.72
12/9/16	770.02
12/10/16	769.08
12/11/16	777
12/12/16	777
12/13/16	777.99
12/14/16	774.89
12/15/16	776.75
12/16/16	775.88
12/17/16	788.7
12/18/16	788.4
12/19/16	788.67
12/20/16	793.09
12/21/16	824.21
12/22/16	834.97
12/23/16	901.31
12/24/16	891.61
12/25/16	892.6
12/26/16	897.33
12/27/16	930.37
12/28/16	930.34
12/29/16	963.38
12/30/16	952.15
12/31/16	958.12
1/1/17	997.72
1/2/17	1015.97
1/3/17	1013.42
1/4/17	1126.76
1/5/17	994.67
1/6/17	999.65
1/7/17	896.83
1/8/17	908.14
1/9/17	910.49
1/10/17	906.05
1/11/17	785.22
1/12/17	780.92
1/13/17	826.29
1/14/17	817.91
1/15/17	819.55
1/16/17	830.5
1/17/17	903.84
1/18/17	906.6
1/19/17	895.799
1/20/17	893.621
1/21/17	895.64
1/22/17	918.604
1/23/17	922.074
1/24/17	919.97
1/25/17	893.046
1/26/17	915.956
1/27/17	915.05
1/28/17	920.312
1/29/17	915.933
1/30/17	912.19
1/31/17	964.706
2/1/17	979.704
2/2/17	983.42
2/3/17	1013.03
2/4/17	1031
2/5/17	1034.07
2/6/17	1024.01
2/7/17	1050.11
2/8/17	1052.84
2/9/17	976.103
2/10/17	999.104
2/11/17	997.59
2/12/17	1000.6
2/13/17	999.877
2/14/17	1001.2
2/15/17	1012.33
2/16/17	1035.21
2/17/17	1035.2
2/18/17	1056.64
2/19/17	1052.78
2/20/17	1050.87
2/21/17	1123.79
2/22/17	1123.22
2/23/17	1130.01
2/24/17	1174.87
2/25/17	1150.61
2/26/17	1150.37
2/27/17	1190.75
2/28/17	1187.57
3/1/17	1190.89
3/2/17	1259.41
3/3/17	1285.14
3/4/17	1287
3/5/17	1270.93
3/6/17	1275.2
3/7/17	1279.5
3/8/17	1157.39
3/9/17	1192.47
3/10/17	1192.09
3/11/17	1179.16
3/12/17	1227.49
3/13/17	1227.68
3/14/17	1245.37
3/15/17	1257.4
3/16/17	1257
3/17/17	1091.17
3/18/17	952.232
3/19/17	967.69
3/20/17	1049.08
3/21/17	1118.63
3/22/17	1113
3/23/17	1038.79
3/24/17	941.92
3/25/17	927.93
3/26/17	956.786
3/27/17	1037.23
3/28/17	1041.04
3/29/17	1040.58
3/30/17	1037.9
3/31/17	1034.74
4/1/17	1086.93
4/2/17	1099.17
4/3/17	1079.99
4/4/17	1141.6
4/5/17	1133.08
4/6/17	1133.53
4/7/17	1190.45
4/8/17	1181.15
4/9/17	1184.03
4/10/17	1207.74
4/11/17	1226.62
4/12/17	1219.09
4/13/17	1180.02
4/14/17	1185.26
4/15/17	1170.36
4/16/17	1186.93
4/17/17	1205.63
4/18/17	1176.97
4/19/17	1217.93
4/20/17	1241.69
4/21/17	1236.63
4/22/17	1261.31
4/23/17	1257.99
4/24/17	1240.84
4/25/17	1279.41
4/26/17	1309.11
4/27/17	1288.02
4/28/17	1331.29
4/29/17	1334.98
4/30/17	1333
5/1/17	1417.17
5/2/17	1452.08
5/3/17	1447.55
5/4/17	1508.29
5/5/17	1533.34
5/6/17	1518.75
5/7/17	1535.87
5/8/17	1640.62
5/9/17	1651.1
5/10/17	1762.89
5/11/17	1820.99
5/12/17	1829
5/13/17	1771.92
5/14/17	1776.32
5/15/17	1780
5/16/17	1739.03
5/17/17	1807.49
5/18/17	1783.98
5/19/17	1961.52
5/20/17	2052.91
5/21/17	2008.84
5/22/17	2090.66
5/23/17	2287.71
5/24/17	2256.32
5/25/17	2387.21
5/26/17	2211.98
5/27/17	2279.82
5/28/17	2192.98
5/29/17	2275.93
5/30/17	2290.02
5/31/17	2285.93
6/1/17	2399.24
6/2/17	2409.93
6/3/17	2525.77
6/4/17	2516.17
6/5/17	2529.53
6/6/17	2883.31
6/7/17	2664.92
6/8/17	2683.03
6/9/17	2827.49
6/10/17	2845.37
6/11/17	2898.63
6/12/17	2657.68
6/13/17	2748.19
6/14/17	2706
6/15/17	2442.48
6/16/17	2464.96
6/17/17	2477.94
6/18/17	2507.39
6/19/17	2617.21
6/20/17	2600
6/21/17	2671.04
6/22/17	2727.29
6/23/17	2713.48
6/24/17	2589.16
6/25/17	2512.37
6/26/17	2502.03
6/27/17	2517.9
6/28/17	2585.35
6/29/17	2558.3
6/30/17	2477.64
7/1/17	2501.19
7/2/17	2421.26
7/3/17	2561.23
7/4/17	2599.73
7/5/17	2598.89
7/6/17	2609.97
7/7/17	2491.2
7/8/17	2502.86
7/9/17	2536.24
7/10/17	2366.17
7/11/17	2327.09
7/12/17	2385.75
7/13/17	2354.78
7/14/17	2338.49
7/15/17	2059
7/16/17	1931.21
7/17/17	1910.96
7/18/17	2320.12
7/19/17	2264.77
7/20/17	2265.21
7/21/17	2682.2
7/22/17	2807.61
7/23/17	2825.51
7/24/17	2751.82
7/25/17	2561
7/26/17	2564.3
7/27/17	2647.62
7/28/17	2781.64
7/29/17	2784.8
7/30/17	2745.96
7/31/17	2866.43
8/1/17	2862.9
8/2/17	2693.63
8/3/17	2794.12
8/4/17	2790
8/5/17	3218.12
8/6/17	3252.56
8/7/17	3210.2
8/8/17	3457.37
8/9/17	3357.33
8/10/17	3340.28
8/11/17	3632.51
8/12/17	3852.8
8/13/17	3868.52
8/14/17	4282.99
8/15/17	4217.03
8/16/17	4179.97
8/17/17	4328.73
8/18/17	4130.44
8/19/17	4104.71
8/20/17	4157.96
8/21/17	4043.72
8/22/17	3986.28
8/23/17	4174.95
8/24/17	4340.32
8/25/17	4331.77
8/26/17	4360.51
8/27/17	4354.31
8/28/17	4339.05
8/29/17	4607.99
8/30/17	4594.99
8/31/17	4582.52
9/1/17	4911.74
9/2/17	4580.39
9/3/17	4585.57
9/4/17	4344.1
9/5/17	4488.72
9/6/17	4385.02
9/7/17	4654.66
9/8/17	4310.75
9/9/17	4312.26
9/10/17	4329.95
9/11/17	4248.09
9/12/17	4198.59
9/13/17	3961.27
9/14/17	3319.63
9/15/17	3216.43
9/16/17	3763.63
9/17/17	3746.06
9/18/17	3678.53
9/19/17	3943.41
9/20/17	3977.56
9/21/17	3894.48
9/22/17	3637.5
9/23/17	3776.39
9/24/17	3777.62
9/25/17	3942.55
9/26/17	3910.31
9/27/17	3881
9/28/17	4201.99
9/29/17	4193.57
9/30/17	4164.27
10/1/17	4360.72
10/2/17	4386.88
10/3/17	4394.07
10/4/17	4225.18
10/5/17	4338.85
10/6/17	4318.58
10/7/17	4376.19
10/8/17	4602.28
10/9/17	4605.66
10/10/17	4782.28
10/11/17	4819.49
10/12/17	4822.17
10/13/17	5563.81
10/14/17	5739.44
10/15/17	5825.99
10/16/17	5711.21
10/17/17	5603.71
10/18/17	5594.66
10/19/17	5727.63
10/20/17	5979.46
10/21/17	5986.44
10/22/17	5983.18
10/23/17	5876.08
10/24/17	5900.59
10/25/17	5669.62
10/26/17	5893.14
10/27/17	5889.82
10/28/17	5776.7
10/29/17	6155.43
10/30/17	6136.49
10/31/17	6388.65
11/1/17	6665.31
11/2/17	6751.98
11/3/17	7197.72
11/4/17	7437.54
11/5/17	7365.99
11/6/17	6989.07
11/7/17	7092.13
11/8/17	7128.64
11/9/17	7158.04
11/10/17	6719.4
11/11/17	6569.22
11/12/17	5716.3
11/13/17	6550.23
11/14/17	6493.63
11/15/17	7301.43
11/16/17	7815.03
11/17/17	7868.77
11/18/17	7817.14
11/19/17	8007.65
11/20/17	8049.72
11/21/17	8059.8
11/22/17	8268.03
11/23/17	8236.72
11/24/17	8250.98
11/25/17	8707.41
11/26/17	8768.8
11/27/17	9718.3
11/28/17	9952.51
11/29/17	9919
11/30/17	10147.4
12/1/17	10883.9
12/2/17	10879.9
12/3/17	11332.6
12/4/17	11584.8
12/5/17	11591.2
12/6/17	13541
12/7/17	16502
12/8/17	16860.9
12/9/17	15142.8
12/10/17	14869.8
12/11/17	15069
12/12/17	17276.4
12/13/17	16808.4
12/14/17	16252.3
12/15/17	17771.9
12/16/17	19498.7
12/17/17	19279.9
12/18/17	18961.9
12/19/17	17737.1
12/20/17	17382.9
12/21/17	16047.5
12/22/17	15190.9
12/23/17	13776.6
12/24/17	13949.2
12/25/17	14119
12/26/17	13740.9
12/27/17	15589.3
12/28/17	14380.6
12/29/17	14214
12/30/17	13215.6
12/31/17	14165.6
1/1/18	13796
1/2/18	15005.9
1/3/18	15053.3
1/4/18	15039.2
1/5/18	17174.1
1/6/18	17319.2
1/7/18	17156
1/8/18	15265.9
1/9/18	14714.3
1/10/18	14437.4
1/11/18	13296.8
1/12/18	13912.9
1/13/18	13791.2
1/14/18	13852.9
1/15/18	14012.2
1/16/18	13554.1
1/17/18	11116.9
1/18/18	11345.4
1/19/18	11174.8
